[13:18:16] *** Tentative de connexion à tardis.swiftirc.net:6697 (SSL=True)...
[13:18:16] *** [DEBUG] all_raw_messages | Source:  | Target: None | Args: [':tardis.en.uk.SwiftIRC.net NOTICE * :*** Looking up your hostname...']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot :- ']
[13:18:20] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['- ']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot :- We're here to help you make the most of your SwiftIRC experience."]
[13:18:20] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ["- We're here to help you make the most of your SwiftIRC experience."]
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot :- ']
[13:18:20] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['- ']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot :- Thank you for joining SwiftIRC, where gaming, programming, and systems enthusiasts come together to chat, learn, and have fun!']
[13:18:20] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['- Thank you for joining SwiftIRC, where gaming, programming, and systems enthusiasts come together to chat, learn, and have fun!']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot :- ']
[13:18:20] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['- ']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot :- Happy chatting! 🚀🕹️💾']
[13:18:20] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['- Happy chatting! 🚀🕹️💾']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot :- --------------------------------------------------------']
[13:18:20] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['- --------------------------------------------------------']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 376 LoggerBot :End of /MOTD command.']
[13:18:20] *** [DEBUG] endofmotd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['End of /MOTD command.']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':LoggerBot MODE LoggerBot :+ixz']
[13:18:20] *** [DEBUG] umode | Source: LoggerBot | Target: LoggerBot | Args: ['+ixz']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':LoggerBot!~LoggerBot@Swift-3B2F49EE.w90-14.abo.wanadoo.fr JOIN :#dupefr-pre']
[13:18:20] *** [DEBUG] join | Source: LoggerBot!~LoggerBot@Swift-3B2F49EE.w90-14.abo.wanadoo.fr | Target: #dupefr-pre | Args: []
[13:18:20] -!- LoggerBot joined #dupefr-pre
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 332 LoggerBot #dupefr-pre :\x031-=[\x037\x02 DupeFR \x02\x031]=- \x034[\x031http://www.dupefr.com\x034]\x031 - \x031CMD: \x039!pre [rlz]\x031 | \x039!nfo [rlz]\x031 | \x039!last\x031 | \x039!group [group name]\x031 | \x039!db\x031 | \x039!help\x0f\x0f ']
[13:18:20] *** [DEBUG] currenttopic | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['#dupefr-pre', '\x031-=[\x037\x02 DupeFR \x02\x031]=- \x034[\x031http://www.dupefr.com\x034]\x031 - \x031CMD: \x039!pre [rlz]\x031 | \x039!nfo [rlz]\x031 | \x039!last\x031 | \x039!group [group name]\x031 | \x039!db\x031 | \x039!help\x0f\x0f ']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 333 LoggerBot #dupefr-pre eshin 1598567517']
[13:18:20] *** [DEBUG] topicinfo | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['#dupefr-pre', 'eshin', '1598567517']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 353 LoggerBot * #dupefr-pre :LoggerBot +Arkhon SuperMuscleMan +M4sTok +Kouli +magic %DupeFR +Sh1v4 +sbk +reaz gamemnon +dpnico +cedx_ slashdlx +myNick13 +XDM44 @NhJ +Gharm +nnn +TT-cal +ninosasori +gardone +Impala +antics @Kramix %x_X +_Zreut +First3 +^O^ mimipresident +nidhal +K0e +AstroBlack +kr99 +BoNxEr +pinky +Galaxy2 +django +Diabolino @ddd +c98 +Sayori +z3r0d4h3r0 +kissme +bingobongo +Kytrez +og']
[13:18:20] *** [DEBUG] namreply | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['*', '#dupefr-pre', 'LoggerBot +Arkhon SuperMuscleMan +M4sTok +Kouli +magic %DupeFR +Sh1v4 +sbk +reaz gamemnon +dpnico +cedx_ slashdlx +myNick13 +XDM44 @NhJ +Gharm +nnn +TT-cal +ninosasori +gardone +Impala +antics @Kramix %x_X +_Zreut +First3 +^O^ mimipresident +nidhal +K0e +AstroBlack +kr99 +BoNxEr +pinky +Galaxy2 +django +Diabolino @ddd +c98 +Sayori +z3r0d4h3r0 +kissme +bingobongo +Kytrez +og']
[13:18:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 366 LoggerBot #dupefr-pre :End of /NAMES list.']
[13:18:20] *** [DEBUG] endofnames | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot | Args: ['#dupefr-pre', 'End of /NAMES list.']
[13:20:18] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:20:18] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:22:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:22:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:22:40] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E01.MULTi.1080p.WEB.H264-AMB3R']
[13:22:40] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E01.MULTi.1080p.WEB.H264-AMB3R']
[13:22:40] <DupeFR> 4[14PRE4] 15[8TV15] 0The.Brokenwood.Mysteries.S10E01.MULTi.1080p.WEB.H264-AMB3R
[2025-09-13 13:22:40] <DupeFR@#dupefr-pre> [TV] The.Brokenwood.Mysteries.S10E01.MULTi.1080p.WEB.H264-AMB3R
[13:22:50] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E02.MULTi.1080p.WEB.H264-AMB3R']
[13:22:50] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E02.MULTi.1080p.WEB.H264-AMB3R']
[13:22:50] <DupeFR> 4[14PRE4] 15[8TV15] 0The.Brokenwood.Mysteries.S10E02.MULTi.1080p.WEB.H264-AMB3R
[2025-09-13 13:22:50] <DupeFR@#dupefr-pre> [TV] The.Brokenwood.Mysteries.S10E02.MULTi.1080p.WEB.H264-AMB3R
[13:23:22] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E01.FRENCH.720p.WEB.H264-AMB3R']
[13:23:22] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E01.FRENCH.720p.WEB.H264-AMB3R']
[13:23:22] <DupeFR> 4[14PRE4] 15[8TV15] 0The.Brokenwood.Mysteries.S10E01.FRENCH.720p.WEB.H264-AMB3R
[2025-09-13 13:23:22] <DupeFR@#dupefr-pre> [TV] The.Brokenwood.Mysteries.S10E01.FRENCH.720p.WEB.H264-AMB3R
[13:23:32] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E01.FRENCH.WEB.H264-AMB3R']
[13:23:32] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E01.FRENCH.WEB.H264-AMB3R']
[13:23:32] <DupeFR> 4[14PRE4] 15[8TV15] 0The.Brokenwood.Mysteries.S10E01.FRENCH.WEB.H264-AMB3R
[2025-09-13 13:23:32] <DupeFR@#dupefr-pre> [TV] The.Brokenwood.Mysteries.S10E01.FRENCH.WEB.H264-AMB3R
[13:23:44] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E02.FRENCH.720p.WEB.H264-AMB3R']
[13:23:44] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E02.FRENCH.720p.WEB.H264-AMB3R']
[13:23:44] <DupeFR> 4[14PRE4] 15[8TV15] 0The.Brokenwood.Mysteries.S10E02.FRENCH.720p.WEB.H264-AMB3R
[2025-09-13 13:23:44] <DupeFR@#dupefr-pre> [TV] The.Brokenwood.Mysteries.S10E02.FRENCH.720p.WEB.H264-AMB3R
[13:23:53] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net PRIVMSG #dupefr-pre :\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E02.FRENCH.WEB.H264-AMB3R']
[13:23:53] *** [DEBUG] pubmsg | Source: DupeFR!~DupeFR@Swift-E64B7389.contaboserver.net | Target: #dupefr-pre | Args: ['\x034[\x0314\x02PRE\x02\x034] \x0315[\x038\x02TV\x02\x0315] \x030\x02The.Brokenwood.Mysteries.S10E02.FRENCH.WEB.H264-AMB3R']
[13:23:53] <DupeFR> 4[14PRE4] 15[8TV15] 0The.Brokenwood.Mysteries.S10E02.FRENCH.WEB.H264-AMB3R
[2025-09-13 13:23:53] <DupeFR@#dupefr-pre> [TV] The.Brokenwood.Mysteries.S10E02.FRENCH.WEB.H264-AMB3R
[13:24:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:24:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:26:18] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:26:18] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:28:18] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:28:18] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:30:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:30:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:32:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:32:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:34:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:34:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:36:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:36:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:38:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:38:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:40:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:40:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:42:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:42:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:44:19] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:44:19] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:46:20] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:46:20] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:48:21] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:48:21] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:50:21] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:50:21] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:52:22] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:52:22] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:54:21] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:54:21] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:56:21] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:56:21] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[13:57:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':Koolguy!~Username@C4075F78.8E5D711A.53B6EC8B.IP JOIN :#dupefr-pre']
[13:57:15] *** [DEBUG] join | Source: Koolguy!~Username@C4075F78.8E5D711A.53B6EC8B.IP | Target: #dupefr-pre | Args: []
[13:57:15] -!- Koolguy joined #dupefr-pre
[13:57:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':ChanServ!services@swiftirc.services MODE #dupefr-pre +v Koolguy']
[13:57:15] *** [DEBUG] mode | Source: ChanServ!services@swiftirc.services | Target: #dupefr-pre | Args: ['+v', 'Koolguy']
[13:58:22] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[13:58:22] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:00:22] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:00:22] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:02:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:02:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:04:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:04:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:06:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:06:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:08:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:08:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:10:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:10:24] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:12:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:12:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:14:24] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:14:24] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:16:24] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:16:24] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:18:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:18:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:20:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:20:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:22:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:22:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:24:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:24:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:26:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:26:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:28:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:28:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:30:24] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:30:24] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:32:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:32:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:34:24] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:34:24] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
[14:36:23] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
[14:36:23] *** [DEBUG] ping | Source: None | Target: tardis.en.uk.SwiftIRC.net | Args: ['tardis.en.uk.SwiftIRC.net']
